team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
Cruzeiro EC,EC Bahia,3-1,Celso Roth,Falcão,2012,35,3,1
Ponte Preta,Internacional,1-0,Guto Ferreira,Fernandão,2012,35,1,0
Figueirense,Sport Club Recife,1-1,???,Vágner Mancini,2012,35,1,1
Clube Náutico,Flamengo RJ,0-1,Alexandre Gallo,Dorival Júnior,2012,35,0,1
Santos FC,Figueirense,2-0,Muricy Ramalho,???,2012,36,2,0
Coritiba FC,Vasco da Gama,1-2,Marquinhos Santos,???,2012,36,1,2
Flamengo RJ,SE Palmeiras,1-1,Dorival Júnior,Gilson Kleina,2012,36,1,1
Fluminense RJ,Cruzeiro EC,0-2,Abel Braga,Celso Roth,2012,36,0,2
São Paulo FC,Clube Náutico,2-1,Mílton Cruz,Alexandre Gallo,2012,36,2,1
Atlético Mineiro,Atlético GO,2-2,Cuca,Adilson Batista,2012,36,2,2
EC Bahia,Ponte Preta,1-0,Falcão,Guto Ferreira,2012,36,1,0
Internacional,Corinthians SP,0-2,Fernandão,Tite,2012,36,0,2
Portuguesa (SP),Grêmio Porto Alegre,2-2,Geninho,Vanderlei Luxemburgo,2012,36,2,2
Sport Club Recife,Botafogo RJ,2-0,Vágner Mancini,Oswaldo de Oliveira,2012,36,2,0
Vasco da Gama,Flamengo RJ,1-1,???,Dorival Júnior,2012,37,1,1
Corinthians SP,Santos FC,1-1,Tite,Muricy Ramalho,2012,37,1,1
Botafogo RJ,Atlético Mineiro,2-3,Oswaldo de Oliveira,Cuca,2012,37,2,3
SE Palmeiras,Atlético GO,1-2,Gilson Kleina,Adilson Batista,2012,37,1,2
Internacional,Portuguesa (SP),0-2,Fernandão,Geninho,2012,37,0,2
Cruzeiro EC,Coritiba FC,2-1,Celso Roth,Marquinhos Santos,2012,37,2,1
Ponte Preta,São Paulo FC,0-0,Guto Ferreira,Mílton Cruz,2012,37,0,0
Figueirense,Grêmio Porto Alegre,2-4,???,Vanderlei Luxemburgo,2012,37,2,4
Sport Club Recife,Fluminense RJ,1-1,Vágner Mancini,Abel Braga,2012,37,1,1
EC Bahia,Clube Náutico,1-1,Falcão,Alexandre Gallo,2012,37,1,1
Flamengo RJ,Botafogo RJ,2-2,Dorival Júnior,Oswaldo de Oliveira,2012,38,2,2
Santos FC,SE Palmeiras,3-1,Muricy Ramalho,Gilson Kleina,2012,38,3,1
Fluminense RJ,Vasco da Gama,1-2,Abel Braga,???,2012,38,1,2
São Paulo FC,Corinthians SP,3-1,Mílton Cruz,Tite,2012,38,3,1
Grêmio Porto Alegre,Internacional,0-0,Vanderlei Luxemburgo,Fernandão,2012,38,0,0
Atlético Mineiro,Cruzeiro EC,3-2,Cuca,Celso Roth,2012,38,3,2
Portuguesa (SP),Ponte Preta,0-0,Geninho,Guto Ferreira,2012,38,0,0
Coritiba FC,Figueirense,3-0,Marquinhos Santos,???,2012,38,3,0
Clube Náutico,Sport Club Recife,1-0,Alexandre Gallo,Vágner Mancini,2012,38,1,0
Atlético GO,EC Bahia,0-1,Adilson Batista,Falcão,2012,38,0,1
Vasco da Gama,Portuguesa (SP),1-0,Paulo Autuori,Edson Pimenta,2013,1,1,0
EC Vitória BA,Internacional,2-2,Caio Júnior,Dunga,2013,1,2,2
Corinthians SP,Botafogo RJ,1-1,Tite,Oswaldo de Oliveira,2013,1,1,1
Grêmio Porto Alegre,Clube Náutico,2-0,Vanderlei Luxemburgo,Paulo Silas,2013,1,2,0
Ponte Preta,São Paulo FC,0-2,Guto Ferreira,Ney Franco,2013,1,0,2
Criciúma EC,EC Bahia,3-1,Vadão,Cristovão Borges,2013,1,3,1
Santos FC,Flamengo RJ,0-0,Muricy Ramalho,Jorginho,2013,1,0,0
Fluminense RJ,Atlético Paranaense,2-1,Abel Braga,Ricardo Drubscky,2013,1,2,1
Cruzeiro EC,Goiás EC,5-0,Marcelo Oliveira,Enderson Moreira,2013,1,5,0
Coritiba FC,Atlético Mineiro,2-1,Marquinhos Santos,Cuca,2013,1,2,1
Atlético Paranaense,Cruzeiro EC,2-2,Ricardo Drubscky,Marcelo Oliveira,2013,2,2,2
Botafogo RJ,Santos FC,2-1,Oswaldo de Oliveira,Muricy Ramalho,2013,2,2,1
São Paulo FC,Vasco da Gama,5-1,Ney Franco,Paulo Autuori,2013,2,5,1
Flamengo RJ,Ponte Preta,0-2,Jorginho,Guto Ferreira,2013,2,0,2
EC Bahia,Coritiba FC,0-0,Cristovão Borges,Marquinhos Santos,2013,2,0,0
Clube Náutico,EC Vitória BA,0-3,Paulo Silas,Caio Júnior,2013,2,0,3
Goiás EC,Corinthians SP,1-1,Enderson Moreira,Tite,2013,2,1,1
Internacional,Criciúma EC,2-0,Dunga,Vadão,2013,2,2,0
Atlético Mineiro,Grêmio Porto Alegre,2-0,Cuca,Vanderlei Luxemburgo,2013,2,2,0
Portuguesa (SP),Fluminense RJ,2-1,Edson Pimenta,Abel Braga,2013,2,2,1
Botafogo RJ,Cruzeiro EC,2-1,Oswaldo de Oliveira,Marcelo Oliveira,2013,3,2,1
Atlético Paranaense,Flamengo RJ,2-2,Ricardo Drubscky,Jorginho,2013,3,2,2
Santos FC,Grêmio Porto Alegre,1-1,Claudinei Oliveira,Vanderlei Luxemburgo,2013,3,1,1
EC Vitória BA,Vasco da Gama,2-0,Caio Júnior,Paulo Autuori,2013,3,2,0
Goiás EC,Coritiba FC,1-1,Enderson Moreira,Marquinhos Santos,2013,3,1,1
Corinthians SP,Ponte Preta,1-0,Tite,Guto Ferreira,2013,3,1,0
Fluminense RJ,Criciúma EC,3-0,Abel Braga,Vadão,2013,3,3,0
Internacional,EC Bahia,1-2,Dunga,Cristovão Borges,2013,3,1,2
Clube Náutico,Portuguesa (SP),2-2,Paulo Silas,Edson Pimenta,2013,3,2,2
Atlético Mineiro,São Paulo FC,0-0,Cuca,Ney Franco,2013,3,0,0
São Paulo FC,Goiás EC,0-1,Ney Franco,Enderson Moreira,2013,4,0,1
Criciúma EC,Santos FC,3-1,Vadão,Claudinei Oliveira,2013,4,3,1
Portuguesa (SP),Internacional,1-1,Edson Pimenta,Dunga,2013,4,1,1
Vasco da Gama,Atlético Mineiro,2-0,Paulo Autuori,Cuca,2013,4,2,0
Grêmio Porto Alegre,EC Vitória BA,1-0,Vanderlei Luxemburgo,Caio Júnior,2013,4,1,0
Ponte Preta,Atlético Paranaense,3-4,Guto Ferreira,Ricardo Drubscky,2013,4,3,4
Flamengo RJ,Clube Náutico,0-1,Jorginho,Levi Gomes,2013,4,0,1
EC Bahia,Botafogo RJ,2-1,Cristovão Borges,Oswaldo de Oliveira,2013,4,2,1
Cruzeiro EC,Corinthians SP,1-0,Marcelo Oliveira,Tite,2013,4,1,0
Coritiba FC,Fluminense RJ,2-1,Marquinhos Santos,Abel Braga,2013,4,2,1
Criciúma EC,Flamengo RJ,0-3,Vadão,Jaime,2013,5,0,3
Cruzeiro EC,Internacional,2-2,Marcelo Oliveira,Dunga,2013,5,2,2
Vasco da Gama,EC Bahia,1-1,Paulo Autuori,Cristovão Borges,2013,5,1,1
Corinthians SP,Portuguesa (SP),0-0,Tite,Edson Pimenta,2013,5,0,0
Ponte Preta,Botafogo RJ,0-2,Zé Sérgio,Oswaldo de Oliveira,2013,5,0,2
Fluminense RJ,Goiás EC,2-1,Abel Braga,Enderson Moreira,2013,5,2,1
EC Vitória BA,Atlético Paranaense,3-2,Caio Júnior,Ricardo Drubscky,2013,5,3,2
Coritiba FC,Clube Náutico,1-0,Marquinhos Santos,Levi Gomes,2013,5,1,0
Santos FC,Atlético Mineiro,1-0,Claudinei Oliveira,Cuca,2013,5,1,0
Grêmio Porto Alegre,São Paulo FC,1-1,Vanderlei Luxemburgo,Ney Franco,2013,5,1,1
Flamengo RJ,Coritiba FC,2-2,Mano Menezes,Marquinhos Santos,2013,6,2,2
Clube Náutico,Ponte Preta,1-3,Zé Teodoro,Paulo César Carpegiani,2013,6,1,3
Atlético Paranaense,Grêmio Porto Alegre,1-1,Ricardo Drubscky,Renato Gaúcho,2013,6,1,1
Portuguesa (SP),Cruzeiro EC,1-1,Edson Pimenta,Marcelo Oliveira,2013,6,1,1
São Paulo FC,Santos FC,0-2,Mílton Cruz,Claudinei Oliveira,2013,6,0,2
EC Bahia,Corinthians SP,0-2,Cristovão Borges,Tite,2013,6,0,2
Internacional,Vasco da Gama,5-3,Dunga,Paulo Autuori,2013,6,5,3
Goiás EC,EC Vitória BA,1-0,Enderson Moreira,Caio Júnior,2013,6,1,0
Botafogo RJ,Fluminense RJ,1-0,Oswaldo de Oliveira,Abel Braga,2013,6,1,0
Atlético Mineiro,Criciúma EC,3-2,Cuca,Vadão,2013,6,3,2
Fluminense RJ,Internacional,2-3,Abel Braga,Dunga,2013,7,2,3
Santos FC,Portuguesa (SP),4-1,Claudinei Oliveira,Edson Pimenta,2013,7,4,1
Ponte Preta,EC Bahia,0-0,Paulo César Carpegiani,Cristovão Borges,2013,7,0,0
Corinthians SP,Atlético Mineiro,0-1,Tite,Cuca,2013,7,0,1
EC Vitória BA,São Paulo FC,3-2,Caio Júnior,Paulo Autuori,2013,7,3,2
Grêmio Porto Alegre,Botafogo RJ,2-1,Renato Gaúcho,Oswaldo de Oliveira,2013,7,2,1
Coritiba FC,Atlético Paranaense,1-0,Marquinhos Santos,Alberto Valentim,2013,7,1,0
Vasco da Gama,Flamengo RJ,0-1,Dorival Júnior,Mano Menezes,2013,7,0,1
Criciúma EC,Goiás EC,0-0,Vadão,Enderson Moreira,2013,7,0,0
Cruzeiro EC,Clube Náutico,3-0,Marcelo Oliveira,Zé Teodoro,2013,7,3,0
Botafogo RJ,Clube Náutico,2-0,Oswaldo de Oliveira,Zé Teodoro,2013,8,2,0
São Paulo FC,Cruzeiro EC,0-3,Paulo Autuori,Marcelo Oliveira,2013,8,0,3
Criciúma EC,Grêmio Porto Alegre,2-1,Vadão,Renato Gaúcho,2013,8,2,1
EC Vitória BA,EC Bahia,0-0,Caio Júnior,Cristovão Borges,2013,8,0,0
Internacional,Flamengo RJ,1-0,Dunga,Mano Menezes,2013,8,1,0
Atlético Paranaense,Corinthians SP,1-1,Vágner Mancini,Tite,2013,8,1,1
Santos FC,Coritiba FC,2-2,Claudinei Oliveira,Marquinhos Santos,2013,8,2,2
Fluminense RJ,Vasco da Gama,1-3,Abel Braga,Dorival Júnior,2013,8,1,3
Goiás EC,Portuguesa (SP),2-1,Enderson Moreira,Edson Pimenta,2013,8,2,1
Atlético Mineiro,Ponte Preta,4-0,Cuca,Jorginho,2013,8,4,0
Vasco da Gama,Criciúma EC,3-2,Dorival Júnior,Vadão,2013,9,3,2
Portuguesa (SP),Atlético Paranaense,2-3,Edson Pimenta,Vágner Mancini,2013,9,2,3
Ponte Preta,Santos FC,1-0,Paulo César Carpegiani,Claudinei Oliveira,2013,9,1,0
Corinthians SP,São Paulo FC,0-0,Tite,Paulo Autuori,2013,9,0,0
Grêmio Porto Alegre,Fluminense RJ,2-0,Renato Gaúcho,Abel Braga,2013,9,2,0
Clube Náutico,Internacional,3-0,Zé Teodoro,Dunga,2013,9,3,0
Cruzeiro EC,Atlético Mineiro,4-1,Marcelo Oliveira,Cuca,2013,9,4,1
Flamengo RJ,Botafogo RJ,1-1,Mano Menezes,Oswaldo de Oliveira,2013,9,1,1
EC Bahia,Goiás EC,2-1,Cristovão Borges,Enderson Moreira,2013,9,2,1
Coritiba FC,EC Vitória BA,1-1,Marquinhos Santos,Caio Júnior,2013,9,1,1
Fluminense RJ,Cruzeiro EC,1-0,Vanderlei Luxemburgo,Marcelo Oliveira,2013,10,1,0
Atlético Mineiro,Atlético Paranaense,1-2,Cuca,Vágner Mancini,2013,10,1,2
Portuguesa (SP),Criciúma EC,1-1,Guto Ferreira,Vadão,2013,10,1,1
Coritiba FC,Ponte Preta,5-3,Marquinhos Santos,Paulo César Carpegiani,2013,10,5,3
Corinthians SP,Grêmio Porto Alegre,2-0,Tite,Renato Gaúcho,2013,10,2,0
EC Bahia,Flamengo RJ,3-0,Cristovão Borges,Mano Menezes,2013,10,3,0
Botafogo RJ,EC Vitória BA,2-0,Oswaldo de Oliveira,Caio Júnior,2013,10,2,0
Goiás EC,Vasco da Gama,1-1,Enderson Moreira,Dorival Júnior,2013,10,1,1
Clube Náutico,São Paulo FC,0-1,Jorginho,Paulo Autuori,2013,10,0,1
Internacional,Santos FC,1-2,Dunga,Claudinei Oliveira,2013,10,1,2
São Paulo FC,EC Bahia,1-2,Mílton Cruz,Cristovão Borges,2013,11,1,2
Cruzeiro EC,Coritiba FC,1-0,Marcelo Oliveira,Marquinhos Santos,2013,11,1,0
Flamengo RJ,Atlético Mineiro,3-0,Mano Menezes,Cuca,2013,11,3,0
Grêmio Porto Alegre,Internacional,1-1,Renato Gaúcho,Dunga,2013,11,1,1
Ponte Preta,Fluminense RJ,1-1,Paulo César Carpegiani,Vanderlei Luxemburgo,2013,11,1,1
Criciúma EC,Corinthians SP,0-2,Vadão,Tite,2013,11,0,2
Atlético Paranaense,Goiás EC,2-0,Vágner Mancini,Enderson Moreira,2013,11,2,0
Vasco da Gama,Botafogo RJ,2-3,Dorival Júnior,Oswaldo de Oliveira,2013,11,2,3
EC Vitória BA,Portuguesa (SP),2-1,Caio Júnior,Guto Ferreira,2013,11,2,1
Santos FC,Clube Náutico,1-1,Claudinei Oliveira,Marcelo Martelotte,2013,11,1,1
São Paulo FC,Internacional,0-1,Paulo Autuori,Dunga,2013,12,0,1
EC Vitória BA,Fluminense RJ,1-1,Caio Júnior,Vanderlei Luxemburgo,2013,12,1,1
Criciúma EC,Cruzeiro EC,1-2,Vadão,Marcelo Oliveira,2013,12,1,2
Flamengo RJ,Portuguesa (SP),1-1,Mano Menezes,Guto Ferreira,2013,12,1,1
Atlético Paranaense,EC Bahia,1-0,Vágner Mancini,Cristovão Borges,2013,12,1,0
Goiás EC,Clube Náutico,2-1,Enderson Moreira,Zé Teodoro,2013,12,2,1
Atlético Mineiro,Botafogo RJ,2-2,Cuca,Oswaldo de Oliveira,2013,12,2,2
Santos FC,Corinthians SP,1-1,Claudinei Oliveira,Tite,2013,12,1,1
Vasco da Gama,Ponte Preta,1-1,Dorival Júnior,Paulo César Carpegiani,2013,12,1,1
Grêmio Porto Alegre,Coritiba FC,0-1,Renato Gaúcho,Marquinhos Santos,2013,12,0,1
Botafogo RJ,Goiás EC,1-1,Oswaldo de Oliveira,Enderson Moreira,2013,13,1,1
Clube Náutico,Atlético Mineiro,0-0,Zé Teodoro,Cuca,2013,13,0,0
Fluminense RJ,Flamengo RJ,2-3,Vanderlei Luxemburgo,Mano Menezes,2013,13,2,3
Corinthians SP,EC Vitória BA,2-0,Tite,Caio Júnior,2013,13,2,0
Cruzeiro EC,Santos FC,0-0,Marcelo Oliveira,Claudinei Oliveira,2013,13,0,0
Coritiba FC,Vasco da Gama,0-1,Marquinhos Santos,Dorival Júnior,2013,13,0,1
EC Bahia,Grêmio Porto Alegre,0-3,Cristovão Borges,Renato Gaúcho,2013,13,0,3
Internacional,Atlético Paranaense,2-2,Dunga,Vágner Mancini,2013,13,2,2
Ponte Preta,Criciúma EC,3-1,Paulo César Carpegiani,Vadão,2013,13,3,1
Portuguesa (SP),São Paulo FC,2-1,Guto Ferreira,Paulo Autuori,2013,13,2,1
Criciúma EC,Clube Náutico,3-0,Vadão,Jorginho,2013,14,3,0
Atlético Mineiro,EC Bahia,2-0,Cuca,Cristovão Borges,2013,14,2,0
Santos FC,Vasco da Gama,1-1,Claudinei Oliveira,Dorival Júnior,2013,14,1,1
EC Vitória BA,Ponte Preta,3-1,Caio Júnior,Paulo César Carpegiani,2013,14,3,1
Coritiba FC,Portuguesa (SP),1-1,Marquinhos Santos,Guto Ferreira,2013,14,1,1
Fluminense RJ,Corinthians SP,0-0,Vanderlei Luxemburgo,Tite,2013,14,0,0
Grêmio Porto Alegre,Cruzeiro EC,3-1,Renato Gaúcho,Marcelo Oliveira,2013,14,3,1
Goiás EC,Flamengo RJ,1-1,Enderson Moreira,Mano Menezes,2013,14,1,1
São Paulo FC,Atlético Paranaense,1-1,Paulo Autuori,Vágner Mancini,2013,14,1,1
Botafogo RJ,Internacional,3-3,Oswaldo de Oliveira,Dunga,2013,14,3,3
Clube Náutico,Fluminense RJ,0-1,Jorginho,Vanderlei Luxemburgo,2013,15,0,1
Cruzeiro EC,EC Vitória BA,5-1,Marcelo Oliveira,Caio Júnior,2013,15,5,1
Vasco da Gama,Grêmio Porto Alegre,2-3,Dorival Júnior,Renato Gaúcho,2013,15,2,3
Flamengo RJ,São Paulo FC,0-0,Mano Menezes,Paulo Autuori,2013,15,0,0
Corinthians SP,Coritiba FC,1-0,Tite,Marquinhos Santos,2013,15,1,0
Ponte Preta,Goiás EC,0-1,Paulo César Carpegiani,Enderson Moreira,2013,15,0,1
Portuguesa (SP),Botafogo RJ,1-3,Guto Ferreira,Oswaldo de Oliveira,2013,15,1,3
EC Bahia,Santos FC,0-0,Cristovão Borges,Claudinei Oliveira,2013,15,0,0
Internacional,Atlético Mineiro,0-0,Dunga,Cuca,2013,15,0,0
Atlético Paranaense,Criciúma EC,2-1,Vágner Mancini,Vadão,2013,15,2,1
Flamengo RJ,Grêmio Porto Alegre,0-1,Mano Menezes,Renato Gaúcho,2013,16,0,1
Ponte Preta,Cruzeiro EC,0-2,Paulo César Carpegiani,Marcelo Oliveira,2013,16,0,2
Santos FC,EC Vitória BA,2-0,Claudinei Oliveira,Caio Júnior,2013,16,2,0
Criciúma EC,Coritiba FC,2-1,???,Marquinhos Santos,2013,16,2,1
Vasco da Gama,Corinthians SP,1-1,Dorival Júnior,Tite,2013,16,1,1
São Paulo FC,Fluminense RJ,2-1,Paulo Autuori,Vanderlei Luxemburgo,2013,16,2,1
EC Bahia,Clube Náutico,2-0,Cristovão Borges,Jorginho,2013,16,2,0
Atlético Mineiro,Portuguesa (SP),2-1,Cuca,Guto Ferreira,2013,16,2,1
Internacional,Goiás EC,3-3,Dunga,Enderson Moreira,2013,16,3,3
Atlético Paranaense,Botafogo RJ,2-0,Vágner Mancini,Oswaldo de Oliveira,2013,16,2,0
Grêmio Porto Alegre,Ponte Preta,1-0,Renato Gaúcho,Jorginho,2013,17,1,0
Goiás EC,Atlético Mineiro,0-0,Enderson Moreira,Cuca,2013,17,0,0
Clube Náutico,Atlético Paranaense,1-4,Jorginho,Vágner Mancini,2013,17,1,4
Portuguesa (SP),EC Bahia,4-2,Guto Ferreira,Cristovão Borges,2013,17,4,2
Fluminense RJ,Santos FC,0-2,Vanderlei Luxemburgo,Claudinei Oliveira,2013,17,0,2
Botafogo RJ,São Paulo FC,0-0,Oswaldo de Oliveira,Paulo Autuori,2013,17,0,0
Corinthians SP,Flamengo RJ,4-0,Tite,Mano Menezes,2013,17,4,0
EC Vitória BA,Criciúma EC,0-1,Caio Júnior,???,2013,17,0,1
Coritiba FC,Internacional,0-0,Marquinhos Santos,Dunga,2013,17,0,0
Cruzeiro EC,Vasco da Gama,5-3,Marcelo Oliveira,Dorival Júnior,2013,17,5,3
Goiás EC,Grêmio Porto Alegre,2-0,Enderson Moreira,Renato Gaúcho,2013,18,2,0
Flamengo RJ,EC Vitória BA,2-1,Mano Menezes,Ney Franco,2013,18,2,1
Atlético Paranaense,Santos FC,2-1,Vágner Mancini,Claudinei Oliveira,2013,18,2,1
Portuguesa (SP),Ponte Preta,2-1,Guto Ferreira,Jorginho,2013,18,2,1
EC Bahia,Cruzeiro EC,1-3,Cristovão Borges,Marcelo Oliveira,2013,18,1,3
Internacional,Corinthians SP,1-0,Dunga,Tite,2013,18,1,0
Atlético Mineiro,Fluminense RJ,2-2,Cuca,Vanderlei Luxemburgo,2013,18,2,2
Botafogo RJ,Coritiba FC,3-1,Oswaldo de Oliveira,Marquinhos Santos,2013,18,3,1
São Paulo FC,Criciúma EC,1-2,Paulo Autuori,???,2013,18,1,2
Clube Náutico,Vasco da Gama,0-3,Levi Gomes,Dorival Júnior,2013,18,0,3
Fluminense RJ,EC Bahia,1-0,Vanderlei Luxemburgo,Cristovão Borges,2013,19,1,0
EC Vitória BA,Atlético Mineiro,1-1,Ney Franco,Cuca,2013,19,1,1
Ponte Preta,Internacional,1-3,Jorginho,Dunga,2013,19,1,3
Santos FC,Goiás EC,1-0,Claudinei Oliveira,Enderson Moreira,2013,19,1,0
Grêmio Porto Alegre,Portuguesa (SP),3-2,Renato Gaúcho,Guto Ferreira,2013,19,3,2
Corinthians SP,Clube Náutico,0-0,Tite,Levi Gomes,2013,19,0,0
Cruzeiro EC,Flamengo RJ,1-0,Marcelo Oliveira,Mano Menezes,2013,19,1,0
Coritiba FC,São Paulo FC,2-0,Marquinhos Santos,Paulo Autuori,2013,19,2,0
Vasco da Gama,Atlético Paranaense,0-0,Dorival Júnior,Vágner Mancini,2013,19,0,0
Criciúma EC,Botafogo RJ,1-2,???,Oswaldo de Oliveira,2013,19,1,2
Atlético Paranaense,Fluminense RJ,1-1,Vágner Mancini,Vanderlei Luxemburgo,2013,20,1,1
EC Bahia,Criciúma EC,2-2,Cristovão Borges,???,2013,20,2,2
Goiás EC,Cruzeiro EC,1-2,Enderson Moreira,Marcelo Oliveira,2013,20,1,2
Portuguesa (SP),Vasco da Gama,2-0,Guto Ferreira,Dorival Júnior,2013,20,2,0
Botafogo RJ,Corinthians SP,1-0,Oswaldo de Oliveira,Tite,2013,20,1,0
Clube Náutico,Grêmio Porto Alegre,0-2,Levi Gomes,Renato Gaúcho,2013,20,0,2
Internacional,EC Vitória BA,2-2,Dunga,Ney Franco,2013,20,2,2
São Paulo FC,Ponte Preta,1-0,Muricy Ramalho,Jorginho,2013,20,1,0
Atlético Mineiro,Coritiba FC,3-0,Cuca,Marquinhos Santos,2013,20,3,0
Flamengo RJ,Santos FC,2-1,Mano Menezes,Claudinei Oliveira,2013,20,2,1
Cruzeiro EC,Atlético Paranaense,1-0,Marcelo Oliveira,Vágner Mancini,2013,21,1,0
Fluminense RJ,Portuguesa (SP),2-1,Vanderlei Luxemburgo,Guto Ferreira,2013,21,2,1
Ponte Preta,Flamengo RJ,1-1,Jorginho,Mano Menezes,2013,21,1,1
Vasco da Gama,São Paulo FC,0-2,Dorival Júnior,Muricy Ramalho,2013,21,0,2
Coritiba FC,EC Bahia,2-2,Marquinhos Santos,Cristovão Borges,2013,21,2,2
Criciúma EC,Internacional,0-1,???,Dunga,2013,21,0,1
Corinthians SP,Goiás EC,1-2,Tite,Enderson Moreira,2013,21,1,2
Santos FC,Botafogo RJ,1-2,Claudinei Oliveira,Oswaldo de Oliveira,2013,21,1,2
EC Vitória BA,Clube Náutico,2-1,Ney Franco,Levi Gomes,2013,21,2,1
Grêmio Porto Alegre,Atlético Mineiro,0-1,Renato Gaúcho,Cuca,2013,21,0,1
Vasco da Gama,EC Vitória BA,1-2,Dorival Júnior,Ney Franco,2013,22,1,2
Grêmio Porto Alegre,Santos FC,1-1,Renato Gaúcho,Claudinei Oliveira,2013,22,1,1
Criciúma EC,Fluminense RJ,1-2,???,Vanderlei Luxemburgo,2013,22,1,2
Coritiba FC,Goiás EC,2-2,Marquinhos Santos,Enderson Moreira,2013,22,2,2
Cruzeiro EC,Botafogo RJ,3-0,Marcelo Oliveira,Oswaldo de Oliveira,2013,22,3,0
Ponte Preta,Corinthians SP,2-0,Jorginho,Tite,2013,22,2,0
São Paulo FC,Atlético Mineiro,1-0,Muricy Ramalho,Cuca,2013,22,1,0
Flamengo RJ,Atlético Paranaense,2-4,Mano Menezes,Vágner Mancini,2013,22,2,4
EC Bahia,Internacional,2-0,Cristovão Borges,Dunga,2013,22,2,0
Portuguesa (SP),Clube Náutico,3-0,Guto Ferreira,Levi Gomes,2013,22,3,0
Fluminense RJ,Coritiba FC,1-1,Vanderlei Luxemburgo,Marquinhos Santos,2013,23,1,1
EC Vitória BA,Grêmio Porto Alegre,0-0,Ney Franco,Renato Gaúcho,2013,23,0,0
Clube Náutico,Flamengo RJ,0-0,Levi Gomes,Jaime,2013,23,0,0
Goiás EC,São Paulo FC,1-0,Enderson Moreira,Muricy Ramalho,2013,23,1,0
Botafogo RJ,EC Bahia,1-2,Oswaldo de Oliveira,Cristovão Borges,2013,23,1,2
Corinthians SP,Cruzeiro EC,0-0,Tite,Marcelo Oliveira,2013,23,0,0
Internacional,Portuguesa (SP),0-1,Dunga,Guto Ferreira,2013,23,0,1
Atlético Mineiro,Vasco da Gama,2-1,Cuca,Dorival Júnior,2013,23,2,1
Atlético Paranaense,Ponte Preta,1-0,Vágner Mancini,Jorginho,2013,23,1,0
Santos FC,Criciúma EC,2-1,Claudinei Oliveira,???,2013,23,2,1
Goiás EC,Fluminense RJ,1-2,Enderson Moreira,Vanderlei Luxemburgo,2013,24,1,2
Clube Náutico,Coritiba FC,3-0,Marcelo Martelotte,Marquinhos Santos,2013,24,3,0
Botafogo RJ,Ponte Preta,0-1,Oswaldo de Oliveira,Jorginho,2013,24,0,1
EC Bahia,Vasco da Gama,0-0,Cristovão Borges,Dorival Júnior,2013,24,0,0
Portuguesa (SP),Corinthians SP,4-0,Guto Ferreira,Tite,2013,24,4,0
São Paulo FC,Grêmio Porto Alegre,0-1,Muricy Ramalho,Renato Gaúcho,2013,24,0,1
Flamengo RJ,Criciúma EC,4-1,Jaime,Argél,2013,24,4,1
Atlético Paranaense,EC Vitória BA,3-5,Vágner Mancini,Ney Franco,2013,24,3,5
Internacional,Cruzeiro EC,1-2,Dunga,Marcelo Oliveira,2013,24,1,2
Atlético Mineiro,Santos FC,3-1,Cuca,Claudinei Oliveira,2013,24,3,1
Criciúma EC,Atlético Mineiro,1-1,Argél,Cuca,2013,25,1,1
Ponte Preta,Clube Náutico,1-2,Jorginho,Marcelo Martelotte,2013,25,1,2
Grêmio Porto Alegre,Atlético Paranaense,1-0,Renato Gaúcho,Vágner Mancini,2013,25,1,0
Cruzeiro EC,Portuguesa (SP),4-0,Marcelo Oliveira,Guto Ferreira,2013,25,4,0
Fluminense RJ,Botafogo RJ,1-1,Vanderlei Luxemburgo,Oswaldo de Oliveira,2013,25,1,1
EC Vitória BA,Goiás EC,2-1,Ney Franco,Enderson Moreira,2013,25,2,1
Coritiba FC,Flamengo RJ,0-2,Marquinhos Santos,Jaime,2013,25,0,2
Santos FC,São Paulo FC,3-0,Claudinei Oliveira,Muricy Ramalho,2013,25,3,0
Corinthians SP,EC Bahia,2-0,Tite,Cristovão Borges,2013,25,2,0
Vasco da Gama,Internacional,3-1,Dorival Júnior,Dunga,2013,25,3,1
Botafogo RJ,Grêmio Porto Alegre,0-1,Oswaldo de Oliveira,Renato Gaúcho,2013,26,0,1
São Paulo FC,EC Vitória BA,3-2,Muricy Ramalho,Ney Franco,2013,26,3,2
Flamengo RJ,Vasco da Gama,1-1,Jaime,Dorival Júnior,2013,26,1,1
Internacional,Fluminense RJ,1-0,Clemer,Vanderlei Luxemburgo,2013,26,1,0
Atlético Mineiro,Corinthians SP,0-0,Cuca,Tite,2013,26,0,0
Clube Náutico,Cruzeiro EC,1-4,Marcelo Martelotte,Marcelo Oliveira,2013,26,1,4
Atlético Paranaense,Coritiba FC,2-1,Vágner Mancini,Marquinhos Santos,2013,26,2,1
EC Bahia,Ponte Preta,1-1,Cristovão Borges,Jorginho,2013,26,1,1
Goiás EC,Criciúma EC,1-1,Enderson Moreira,Argél,2013,26,1,1
Portuguesa (SP),Santos FC,3-0,Guto Ferreira,Claudinei Oliveira,2013,26,3,0
Grêmio Porto Alegre,Criciúma EC,1-2,Renato Gaúcho,Argél,2013,27,1,2
Coritiba FC,Santos FC,1-0,Marquinhos Santos,Claudinei Oliveira,2013,27,1,0
EC Bahia,EC Vitória BA,2-0,Cristovão Borges,Ney Franco,2013,27,2,0
