"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"167626","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Manchester City","Newcastle United","Fernandinho","Edin Dzeko"
"167654","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,TRUE,"Close","Manchester City","Newcastle United","Edin Dzeko","David Silva"
"167662","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Rwide","Newcastle United","Manchester City","Moussa Sissoko","Daryl Janmaat"
"167666","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,TRUE,FALSE,"Central","Manchester City","Newcastle United","Edin Dzeko","David Silva"
"167670","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Central","Manchester City","Newcastle United","Sergio Agüero","Edin Dzeko"
"167674","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Newcastle United","Manchester City","Moussa Sissoko","Yoan Gouffran"
"167686","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Manchester City","Newcastle United","Edin Dzeko","Fernandinho"
"167690","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Newcastle United","Manchester City","Moussa Sissoko","NaN"
"167694","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,TRUE,FALSE,"Central","Manchester City","Newcastle United","Samir Nasri","NaN"
"167710","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Newcastle United","Manchester City","Daryl Janmaat","Yoan Gouffran"
"167714","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Newcastle United","Manchester City","Ayoze Pérez","Yoan Gouffran"
"167718","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,FALSE,FALSE,"Long","Newcastle United","Manchester City","Massadio Haidara","Jack Colback"
"167746","http://www.bbc.co.uk/sport/0/football/31466682","Man City","Newcastle","5-0","Premier League",2014-02-21,TRUE,FALSE,"Pen","Manchester City","Newcastle United","Sergio Agüero","NaN"
"167773","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,FALSE,FALSE,"Long","Burnley","Chelsea","Danny Ings","George Boyd"
"167783","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,FALSE,FALSE,"Lwide","Chelsea","Burnley","Cesc Fàbregas","Willian"
"167789","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,FALSE,FALSE,"Rwide","Burnley","Chelsea","Danny Ings","Sam Vokes"
"167791","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,TRUE,TRUE,"Close","Burnley","Chelsea","Ben Mee","Kieran Trippier"
"167795","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,FALSE,FALSE,"Central","Burnley","Chelsea","Ashley Barnes","NaN"
"167801","http://www.bbc.co.uk/sport/0/football/31466726","Chelsea","Burnley","1-1","Premier League",2014-02-21,FALSE,FALSE,"Long","Chelsea","Burnley","Ramires","Eden Hazard"
