"selection1_team_1","selection1_team_2","selection1_team_2_url","selection1_score","selection1_score_url"
"Seattle Sounders","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","1:2 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-toronto-fc/"
"Sporting Kansas City","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-fc-dallas/"
"Houston Dynamo","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-impact-de-montreal/"
"San Jose Earthquakes","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","3:3 (1:3)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-real-salt-lake/"
"Portland Timbers","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-chicago-fire/"
"CD Chivas","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-vancouver-whitecaps/"
"New England Revolution","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-vancouver-whitecaps/"
"Real Salt Lake","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-los-angeles-galaxy/"
"Toronto FC","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-d-c-united/"
"Colorado Rapids","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","2:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-portland-timbers/"
"Columbus Crew","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:1 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-philadelphia-union/"
"Sporting Kansas City","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-san-jose-earthquakes/"
"FC Dallas","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","3:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-cd-chivas/"
"Chicago Fire","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-new-york-rb/"
"Impact de Montreal","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","0:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-seattle-sounders/"
"Philadelphia Union","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-impact-de-montreal/"
"D.C. United","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-chicago-fire/"
"Colorado Rapids","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:3 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-sporting-kansas-city/"
"Vancouver Whitecaps","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-houston-dynamo/"
"FC Dallas","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-portland-timbers/"
"Real Salt Lake","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","3:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-toronto-fc/"
"Seattle Sounders","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:2 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-columbus-crew/"
"San Jose Earthquakes","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-new-england-revolution/"
"New York RB","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-cd-chivas/"
"Portland Timbers","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","4:4 (2:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-seattle-sounders/"
"Impact de Montreal","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","2:2 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-new-york-rb/"
"Chicago Fire","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:2 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-philadelphia-union/"
"Columbus Crew","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","0:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-toronto-fc/"
"Vancouver Whitecaps","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-colorado-rapids/"
"D.C. United","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-new-england-revolution/"
"Houston Dynamo","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","1:4 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-fc-dallas/"
"Sporting Kansas City","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-real-salt-lake/"
"CD Chivas","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:3 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-los-angeles-galaxy/"
"Philadelphia Union","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","2:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-real-salt-lake/"
"Impact de Montreal","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-chicago-fire/"
"Toronto FC","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","0:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-colorado-rapids/"
"New England Revolution","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","2:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-houston-dynamo/"
"D.C. United","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-new-york-rb/"
"FC Dallas","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","2:3 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-seattle-sounders/"
"Portland Timbers","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-cd-chivas/"
"Los Angeles Galaxy","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-los-angeles-galaxy-vancouver-whitecaps/"
"San Jose Earthquakes","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-columbus-crew/"
"New York RB","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-philadelphia-union/"
"Philadelphia Union","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-houston-dynamo/"
"Chicago Fire","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-new-england-revolution/"
"Colorado Rapids","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-san-jose-earthquakes/"
"Vancouver Whitecaps","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-los-angeles-galaxy/"
"Columbus Crew","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-d-c-united/"
"FC Dallas","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","2:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-toronto-fc/"
"Sporting Kansas City","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","4:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-impact-de-montreal/"
"Real Salt Lake","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-portland-timbers/"
"CD Chivas","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","1:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-seattle-sounders/"
"New York RB","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","4:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-houston-dynamo/"
"Impact de Montreal","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-philadelphia-union/"
"Seattle Sounders","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-colorado-rapids/"
"D.C. United","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","4:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-fc-dallas/"
"New England Revolution","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-sporting-kansas-city/"
"Columbus Crew","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-new-york-rb/"
"Real Salt Lake","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","2:2 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-vancouver-whitecaps/"
"San Jose Earthquakes","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-cd-chivas/"
"Houston Dynamo","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-portland-timbers/"
"Toronto FC","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-new-england-revolution/"
"Vancouver Whitecaps","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:2 (3:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-san-jose-earthquakes/"
"Chicago Fire","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","2:3 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-real-salt-lake/"
"Colorado Rapids","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-los-angeles-galaxy/"
"Seattle Sounders","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-philadelphia-union/"
"CD Chivas","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","1:4 (1:3)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-houston-dynamo/"
"Portland Timbers","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:2 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-d-c-united/"
"FC Dallas","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","0:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-new-york-rb/"
"Sporting Kansas City","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-columbus-crew/"
"Houston Dynamo","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-columbus-crew/"
"Seattle Sounders","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","2:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-fc-dallas/"
"San Jose Earthquakes","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-colorado-rapids/"
"Philadelphia Union","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-d-c-united/"
"Impact de Montreal","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:3 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-sporting-kansas-city/"
"New York RB","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:5 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-chicago-fire/"
"Columbus Crew","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-vancouver-whitecaps/"
"San Jose Earthquakes","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-fc-dallas/"
"Portland Timbers","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-los-angeles-galaxy/"
"Colorado Rapids","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:3 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-cd-chivas/"
"New England Revolution","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","5:0 (4:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-seattle-sounders/"
"Houston Dynamo","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","2:5 (1:3)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-real-salt-lake/"
"Sporting Kansas City","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","1:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-philadelphia-union/"
"Toronto FC","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","2:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-new-york-rb/"
"Philadelphia Union","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","3:5 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-new-england-revolution_2/"
"D.C. United","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-impact-de-montreal/"
"Houston Dynamo","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-los-angeles-galaxy/"
"FC Dallas","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-cd-chivas_2/"
"Real Salt Lake","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-colorado-rapids/"
"Seattle Sounders","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-san-jose-earthquakes/"
"Portland Timbers","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:3 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-columbus-crew/"
"Chicago Fire","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:1 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-sporting-kansas-city/"
"D.C. United","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","2:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-houston-dynamo/"
"Los Angeles Galaxy","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","2:1 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-los-angeles-galaxy-fc-dallas/"
"Sporting Kansas City","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","2:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-toronto-fc/"
"Vancouver Whitecaps","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","2:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-seattle-sounders/"
"New York RB","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-portland-timbers/"
"Columbus Crew","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-chicago-fire/"
"New England Revolution","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-d-c-united/"
"Colorado Rapids","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","4:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-impact-de-montreal/"
"Real Salt Lake","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-fc-dallas/"
"Los Angeles Galaxy","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","4:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-los-angeles-galaxy-philadelphia-union/"
"San Jose Earthquakes","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","3:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-houston-dynamo/"
"Sporting Kansas City","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","1:1 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-sporting-kansas-city-new-york-rb/"
"CD Chivas","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","0:2 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-portland-timbers/"
"Seattle Sounders","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","4:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-seattle-sounders-real-salt-lake/"
"Toronto FC","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-columbus-crew/"
"Impact de Montreal","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-new-england-revolution/"
"D.C. United","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-sporting-kansas-city/"
"FC Dallas","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:2 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-san-jose-earthquakes/"
"CD Chivas","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","0:3 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-philadelphia-union/"
"Chicago Fire","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-los-angeles-galaxy/"
"Colorado Rapids","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","3:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-houston-dynamo/"
"Portland Timbers","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","3:4 (1:3)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-vancouver-whitecaps/"
"Columbus Crew","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-real-salt-lake/"
"Colorado Rapids","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-chicago-fire/"
"Houston Dynamo","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-sporting-kansas-city/"
"Toronto FC","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-toronto-fc-san-jose-earthquakes/"
"D.C. United","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-columbus-crew_2/"
"Philadelphia Union","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","3:3 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-philadelphia-union-vancouver-whitecaps/"
"Chicago Fire","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","2:3 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-seattle-sounders/"
"FC Dallas","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:2 (2:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-colorado-rapids/"
"Real Salt Lake","Portland Timbers","http://usa.worldfootball.net/teams/portland-timbers/","1:3 (1:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-portland-timbers_2/"
"New England Revolution","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","0:2 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-new-york-rb/"
"Los Angeles Galaxy","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","1:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-los-angeles-galaxy-cd-chivas/"
"Impact de Montreal","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:4 (2:4)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-d-c-united/"
"Portland Timbers","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","2:2 (0:2)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-fc-dallas/"
"Vancouver Whitecaps","Impact de Montreal","http://usa.worldfootball.net/teams/impact-de-montreal/","0:0 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-vancouver-whitecaps-impact-de-montreal/"
"New York RB","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","2:2 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-york-rb-toronto-fc/"
"Portland Timbers","Sporting Kansas City","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-portland-timbers-sporting-kansas-city/"
"D.C. United","Seattle Sounders","http://usa.worldfootball.net/teams/seattle-sounders/","0:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-d-c-united-seattle-sounders/"
"New England Revolution","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","1:3 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-new-england-revolution-philadelphia-union/"
"Colorado Rapids","Vancouver Whitecaps","http://usa.worldfootball.net/teams/vancouver-whitecaps/","2:0 (2:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-vancouver-whitecaps/"
"San Jose Earthquakes","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","0:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-los-angeles-galaxy/"
"CD Chivas","Real Salt Lake","http://usa.worldfootball.net/teams/real-salt-lake/","1:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-cd-chivas-real-salt-lake/"
"Columbus Crew","FC Dallas","http://usa.worldfootball.net/teams/fc-dallas/","0:0","http://usa.worldfootball.net/report/major-league-soccer-2014-columbus-crew-fc-dallas/"
"Impact de Montreal","Houston Dynamo","http://usa.worldfootball.net/teams/houston-dynamo/","3:0 (1:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-impact-de-montreal-houston-dynamo/"
"Chicago Fire","Toronto FC","http://usa.worldfootball.net/teams/toronto-fc/","1:1 (0:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-chicago-fire-toronto-fc/"
"San Jose Earthquakes","CD Chivas","http://usa.worldfootball.net/teams/cd-chivas/","0:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-san-jose-earthquakes-cd-chivas_2/"
"Houston Dynamo","New York RB","http://usa.worldfootball.net/teams/new-york-rb/","2:2 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-houston-dynamo-new-york-rb/"
"FC Dallas","Philadelphia Union","http://usa.worldfootball.net/teams/philadelphia-union/","2:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-fc-dallas-philadelphia-union/"
"Colorado Rapids","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:1 (0:0)","http://usa.worldfootball.net/report/major-league-soccer-2014-colorado-rapids-columbus-crew/"
"Real Salt Lake","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1 (1:1)","http://usa.worldfootball.net/report/major-league-soccer-2014-real-salt-lake-new-england-revolution/"
